masp;admissao;nome_servidor;cpf;dt_nasc;situacao_funcional;sigla;setor;carreira;categoria_profissional;nivel;grau;dt_admissao;data_inicio;data_fim_prevista
11491057;4;Sophia Barbosa;04482547890;03/08/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DO AMBULATORIO ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;04/07/2022;04/07/2022 00:00;03/07/2023 00:00
13800495;3;Enzo Ribeiro;04482547891;04/08/1990;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
13800495;2;Gustavo Silva;04482547892;05/08/1990;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE CIRURGICA;PENF;TECNICO DE ENFERMAGEM;II;A;01/07/2022;01/07/2022 00:00;30/06/2023 00:00
12697199;3;Luana Pereira;04482547893;06/08/1990;CONTRATO TEMPORARIO;HRAD;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;AGAS;BIOQUIMICO;I;A;0000-00-00;27/06/2022 00:00;26/06/2023 00:00
14913743;2;Gabriela Pinto;04482547894;07/08/1990;CONTRATO TEMPORARIO;IRS;COORDENACAO DE GESTAO DE PESSOAS;TOS;AUXILIAR ADMINISTRATIVO;I;A;04/04/2022;04/04/2022 00:00;03/04/2023 00:00
14926109;1;Evelyn Rocha;04482547895;08/08/1990;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;04/03/2021;05/03/2021 00:00;04/03/2023 00:00
14841332;2;Rafaela Melo;04482547896;09/08/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA PEDIATRICA;PENF;TECNICO DE ENFERMAGEM;II;A;16/06/2022;16/06/2022 00:00;15/06/2023 00:00
10869204;2;Tiago Barbosa;04482547897;10/08/1990;CONTRATO TEMPORARIO;IRS;COORDENACAO DO CENTRO DE EDUCACAO INFANTIL;TOS;PROFESSOR RECREADOR;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
15086093;1;Lavinia Alves;04482547898;11/08/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE ASSISTENCIA FARMACEUTICA;TOS;TECNICO EM FARMACIA;II;A;03/02/2022;03/02/2022 00:00;02/02/2023 00:00
15062755;1;Paulo Ribeiro;04482547899;12/08/1990;NA;ADC;(DESAT.)PROCURADORIA;NA;ADVOGADO;NA;NA;09/12/2021;NA;NA
14880694;1;Vinicius Pereira;04482547900;13/08/1990;CONTRATO TEMPORARIO;IRS;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
14591671;1;Anna Cardoso;04482547901;14/08/1990;CONTRATO TEMPORARIO;CEPAI;NUCLEO DE ENSINO E PESQUISA;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
12530424;2;Rebeca Cavalcanti;04482547902;15/08/1990;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DO CENTRO DE EDUCACAO INFANTIL;TOS;PROFESSOR RECREADOR;II;A;11/01/2017;14/02/2022 00:00;13/02/2023 00:00
14946404;1;Luana Lima;04482547903;16/08/1990;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;19/03/2021 00:00;18/03/2023 00:00
11398955;2;Aline Araujo;04482547904;17/08/1990;CONTRATO TEMPORARIO;HJK;NA;AGAS;PSICOLOGO;I;A;NA;07/07/2022 00:00;02/01/2023 00:00
14888408;2;Gabrielly Correia;04482547905;18/08/1990;CONTRATO TEMPORARIO;HJK;COORDENACAO MEDICA DA URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;07/07/2022;07/07/2022 00:00;06/07/2023 00:00
14888408;1;Tânia Rocha;04482547906;19/08/1990;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES CRITICAS;PENF;TECNICO DE ENFERMAGEM;II;A;06/07/2022;06/07/2022 00:00;05/07/2023 00:00
10886257;3;Paulo Goncalves;04482547907;20/08/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;20/02/2022;20/02/2022 00:00;19/02/2023 00:00
14904148;2;Kai Souza;04482547908;21/08/1990;CONTRATO TEMPORARIO;HRJP;COORDENACAO DE ASSISTENCIA FARMACEUTICA;TOS;TECNICO EM FARMACIA;II;A;12/01/2022;12/01/2022 00:00;11/01/2023 00:00
14834717;1;Renan Almeida;04482547909;22/08/1990;CONTRATO TEMPORARIO;HJK;COORDENACAO DE INTERNACAO - ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;11/02/2022;11/02/2022 00:00;10/02/2023 00:00
14709992;2;André Gomes;04482547910;23/08/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DO CENTRO DE TRATAMENTO DE QUEIMADOS;PENF;TECNICO DE ENFERMAGEM;II;A;02/07/2022;02/07/2022 00:00;01/07/2023 00:00
15067762;1;Mariana Barbosa;04482547911;24/08/1990;CONTRATO TEMPORARIO;CSSI;COORDENACAO DA UNIDADE DE CUIDADO AO ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
12946687;2;Mariana Correia;04482547912;25/08/1990;CONTRATO TEMPORARIO;CMT;GERENCIA ASSISTENCIAL;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
13823042;2;Matilde Cavalcanti;04482547913;26/08/1990;CONTRATO TEMPORARIO;HMAL;COORDENACAO DO SERVICO DE NUTRICAO E DIETETICA;AGAS;NUTRICIONISTA;I;A;21/05/2021;21/05/2021 00:00;20/05/2023 00:00
13823042;1;Manuela Carvalho;04482547914;27/08/1990;CONTRATO TEMPORARIO;HCM;COORDENACAO DAS UNIDADES DE INTERNACAO;AGAS;NUTRICIONISTA;I;A;25/10/2022;25/10/2022 00:00;24/10/2023 00:00
14946438;1;Gustavo Cavalcanti;04482547915;28/08/1990;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;25/03/2021 00:00;24/03/2023 00:00
14480164;2;Alice Cardoso;04482547916;29/08/1990;CONTRATO TEMPORARIO;HCM;COORDENACAO DAS UNIDADES DE INTERNACAO;AGAS;TERAPEUTA OCUPACIONAL;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14902340;5;Kauê Silva;04482547917;30/08/1990;CONTRATO TEMPORARIO;HJK;COORDENACAO DE ASSISTENCIA FARMACEUTICA;TOS;TECNICO EM FARMACIA;II;A;01/07/2022;01/07/2022 00:00;30/06/2023 00:00
14228704;3;Otávio Cavalcanti;04482547918;31/08/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA ADULTO;PENF;ENFERMEIRO;IV;A;25/06/2021;25/06/2021 00:00;24/06/2023 00:00
14661235;2;Bruno Souza;04482547919;01/09/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DO BLOCO CIRURGICO;PENF;TECNICO DE ENFERMAGEM;II;A;26/09/2022;26/09/2022 00:00;25/09/2023 00:00
14355622;2;Rodrigo Goncalves;04482547920;02/09/1990;CONTRATO TEMPORARIO;CEPAI;GERENCIA ASSISTENCIAL;TOS;AUXILIAR ADMINISTRATIVO;I;A;24/02/2022;24/02/2022 00:00;23/02/2023 00:00
14542260;3;Gustavo Barros;04482547921;03/09/1990;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA PEDIATRICA;PENF;ENFERMEIRO;IV;A;14/09/2021;14/09/2021 00:00;30/06/2023 00:00
14896724;2;Alex Martins;04482547922;04/09/1990;CONTRATO TEMPORARIO;MOV;COORDENACAO DA UNIDADE DE NEONATOLOGIA;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14899959;1;Arthur Santos;04482547923;05/09/1990;CONTRATO TEMPORARIO;HJK;COORDENACAO DA MATERNIDADE;PENF;TECNICO DE ENFERMAGEM;II;A;02/11/2022;02/11/2022 00:00;01/11/2023 00:00
10889327;4;Vitór Costa;04482547924;06/09/1990;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DAS UNIDADES DE INTERNACAO PEDIATRICA;AGAS;ASSISTENTE SOCIAL;I;A;27/09/2022;27/09/2022 00:00;26/09/2023 00:00
90018033;0;Sarah Cavalcanti;04482547925;07/09/1990;NA;HJK;COORDENACAO DO LABORATORIO;NA;;NA;NA;06/12/2022;NA;NA
14661243;3;Evelyn Cunha;04482547926;08/09/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA PEDIATRICA;PENF;TECNICO DE ENFERMAGEM;II;A;06/04/2022;06/04/2022 00:00;05/04/2023 00:00
14670673;2;Samuel Fernandes;04482547927;09/09/1990;CONTRATO TEMPORARIO;HJK;COORDENACAO DE ASSISTENCIA FARMACEUTICA;TOS;TECNICO EM FARMACIA;II;A;02/06/2022;02/06/2022 00:00;01/06/2023 00:00
12765251;2;Tânia Santos;04482547928;10/09/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO CIRURGICA;PENF;TECNICO DE ENFERMAGEM;II;A;04/02/2022;04/02/2022 00:00;03/02/2023 00:00
14352157;3;Kauê Castro;04482547929;11/09/1990;CONTRATO TEMPORARIO;CSSI;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS;PENF;TECNICO DE ENFERMAGEM;II;A;30/09/2021;30/09/2021 00:00;30/06/2023 00:00
14428338;3;Rafaela Pinto;04482547930;12/09/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO CIRURGIAO PLASTICO;III;A;11/11/2019;01/02/2021 00:00;31/01/2023 00:00
14939177;1;Beatrice Castro;04482547931;13/09/1990;CONTRATO TEMPORARIO;HRAD;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
15086572;1;Miguel Correia;04482547932;14/09/1990;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE SAUDE MENTAL;PENF;TECNICO DE ENFERMAGEM;II;A;11/02/2022;11/02/2022 00:00;10/02/2023 00:00
14937767;1;Luiz Barros;04482547933;15/09/1990;CONTRATO TEMPORARIO;JXXIII;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
12048401;2;Vitoria Almeida;04482547934;16/09/1990;CONTRATO TEMPORARIO;HEM;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;MED;MEDICO EM RADIOLOG.E DIAGNOST.POR IMAGEM;III;A;04/07/2022;04/07/2022 00:00;03/07/2023 00:00
15118235;1;Letícia Santos;04482547935;17/09/1990;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
14934095;1;Leila Ferreira;04482547936;18/09/1990;CONTRATO TEMPORARIO;HAC;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14340202;5;Carolina Pereira;04482547937;19/09/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA ADULTO;PENF;ENFERMEIRO;IV;A;03/02/2022;03/02/2022 00:00;02/02/2023 00:00
14340202;3;Yasmin Oliveira;04482547938;20/09/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA ADULTO;PENF;ENFERMEIRO;IV;A;04/07/2022;04/07/2022 00:00;03/07/2023 00:00
14416507;5;Ágatha Castro;04482547939;21/09/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO CLINICO;III;A;24/02/2022;24/02/2022 00:00;23/02/2023 00:00
14887780;3;Isabela Silva;04482547940;22/09/1990;CONTRATO TEMPORARIO;HIJPII;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
14937775;1;Daniel Carvalho;04482547941;23/09/1990;CONTRATO TEMPORARIO;JXXIII;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
15265135;1;Joao Dias;04482547942;24/09/1990;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE INFRAESTRUTURA;TOS;TECNICO EM INFORMATICA;II;A;01/07/2022;01/07/2022 00:00;30/06/2023 00:00
14756308;1;Giovana Dias;04482547943;25/09/1990;CONTRATO TEMPORARIO;JXXIII;NA;MEDRE;MEDICO;I;A;NA;01/03/2019 00:00;28/02/2023 00:00
12459145;4;Paulo Araujo;04482547944;26/09/1990;CONTRATO TEMPORARIO;DIRASS;(DESAT.)COORDENACAO DE PLANEJAMENTO DE AQUISICOES ASSISTENCIAIS;AGAS;FARMACEUTICO;III;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14937791;1;Julieta Sousa;04482547945;27/09/1990;CONTRATO TEMPORARIO;JXXIII;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14937643;1;Leonor Gomes;04482547946;28/09/1990;CONTRATO TEMPORARIO;JXXIII;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14937817;1;Camila Sousa;04482547947;29/09/1990;CONTRATO TEMPORARIO;JXXIII;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14937817;9;Marcos Barros;04482547948;30/09/1990;NA;HJXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;NA;;NA;NA;30/11/2022;NA;NA
15158520;1;Bruna Souza;04482547949;01/10/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO NEUROLOGISTA;III;A;19/03/2022;19/03/2022 00:00;18/03/2023 00:00
13330253;2;Bianca Martins;04482547950;02/10/1990;CONTRATO TEMPORARIO;HMAL;COORDENACAO DE TECNOLOGIA DA INFORMACAO;TOS;TECNICO EM INFORMATICA;II;A;30/05/2022;30/05/2022 00:00;29/05/2023 00:00
15181738;1;Eduardo Silva;04482547951;03/10/1990;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE ENFERMAGEM E EQUIPE MULTIDISCIPLINAR;AGAS;PSICOLOGO;I;A;13/04/2022;13/04/2022 00:00;12/04/2023 00:00
14614879;2;Douglas Cavalcanti;04482547952;04/10/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO CLINICO;III;A;09/02/2021;09/02/2021 00:00;08/02/2023 00:00
14614879;3;Julian Goncalves;04482547953;05/10/1990;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
15030844;1;Mateus Fernandes;04482547954;06/10/1990;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;AGAS;BIOQUIMICO;I;A;21/09/2021;20/09/2021 00:00;30/06/2023 00:00
15118029;1;Pedro Araujo;04482547955;07/10/1990;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
15142466;1;Estevan Araujo;04482547956;08/10/1990;CONTRATO TEMPORARIO;HRAD;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
14812994;1;Gabriela Alves;04482547957;09/10/1990;CONTRATO TEMPORARIO;HJK;COORDENACAO DE ASSISTENCIA FARMACEUTICA;AGAS;FARMACEUTICO;III;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14890362;1;Tiago Dias;04482547958;10/10/1990;CONTRATO TEMPORARIO;HRJP;NA;PENF;ENFERMEIRO;IV;A;NA;23/11/2022 00:00;22/11/2023 00:00
14890362;2;Marina Ferreira;04482547959;11/10/1990;NA;HRJP;COORDENACAO DA UNIDADE CIRURGICA;NA;;NA;NA;21/11/2022;NA;NA
10886315;3;Camila Martins;04482547960;12/10/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO ADULTO;MED;MEDICO EM MEDICINA INTENSIVA REGULADOR C;III;A;18/03/2022;18/03/2022 00:00;17/03/2023 00:00
14889570;3;Vitor Correia;04482547961;13/10/1990;CONTRATO TEMPORARIO;CSPD;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS;AGAS;FISIOTERAPEUTA;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14421416;2;Eduarda Almeida;04482547962;14/10/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO ORTOPEDISTA E TRAUMATOLOGISTA;III;A;05/03/2022;05/03/2022 00:00;04/03/2023 00:00
10868180;2;Carlos Pereira;04482547963;15/10/1990;CONTRATO TEMPORARIO;HJK;COORDENACAO DE INTERNACAO - ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;07/07/2022;07/07/2022 00:00;06/07/2023 00:00
14591820;2;Ana Almeida;04482547964;16/10/1990;CONTRATO TEMPORARIO;HEM;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;TOS;TECNICO EM PATOLOGIA CLINICA;II;A;12/05/2022;12/05/2022 00:00;11/05/2023 00:00
14638142;1;Yasmin Fernandes;04482547965;17/10/1990;CONTRATO TEMPORARIO;HJK;COORDENACAO DE ASSISTENCIA FARMACEUTICA;TOS;AUXILIAR ADMINISTRATIVO;I;A;24/02/2022;24/02/2022 00:00;23/02/2023 00:00
14978019;2;Ryan Rodrigues;04482547966;18/10/1990;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE INFRAESTRUTURA;TOS;TECNICO EM INFORMATICA;II;A;14/06/2022;14/06/2022 00:00;13/06/2023 00:00
15067945;1;André Rocha;04482547967;19/10/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
15146293;1;Alice Ferreira;04482547968;20/10/1990;CONTRATO TEMPORARIO;HRJP;COORDENACAO DE INFRAESTRUTURA;TOS;AUXILIAR ADMINISTRATIVO;I;A;17/03/2022;17/03/2022 00:00;16/03/2023 00:00
15142862;1;Samuel Correia;04482547969;21/10/1990;CONTRATO TEMPORARIO;HRAD;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
14568075;2;Vinicius Goncalves;04482547970;22/10/1990;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE PACIENTES CRITICOS;PENF;ENFERMEIRO;IV;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
15077845;1;Nicolas Melo;04482547971;23/10/1990;CONTRATO TEMPORARIO;HRAD;COORDENACAO DA UNIDADE CIRURGICA;PENF;TECNICO DE ENFERMAGEM;II;A;0000-00-00;02/02/2022 00:00;01/02/2023 00:00
14920995;1;Eduarda Pinto;04482547972;24/10/1990;CONTRATO TEMPORARIO;MOV;COORDENACAO DA GINECOLOGIA E OBSTETRICIA;PENF;TECNICO DE ENFERMAGEM;II;A;05/02/2021;05/02/2021 00:00;04/02/2023 00:00
14053235;3;Anna Carvalho;04482547973;25/10/1990;CONTRATO TEMPORARIO;HRAD;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS;PENF;TECNICO DE ENFERMAGEM;II;A;0000-00-00;02/02/2022 00:00;01/02/2023 00:00
15066830;1;Amanda Rodrigues;04482547974;26/10/1990;CONTRATO TEMPORARIO;HRAD;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;AGAS;BIOQUIMICO;I;A;0000-00-00;01/02/2022 00:00;31/01/2023 00:00
15293558;1;Luiza Rocha;04482547975;27/10/1990;CONTRATO TEMPORARIO;HRAD;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS;MED;MEDICO CIRURGIAO GERAL;III;A;0000-00-00;29/06/2022 00:00;28/06/2023 00:00
15124985;2;Pedro Carvalho;04482547976;28/10/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO CIRURGIAO GERAL;III;A;04/07/2022;04/07/2022 00:00;03/07/2023 00:00
15124985;1;Isabella Fernandes;04482547977;29/10/1990;CONTRATO TEMPORARIO;JXXIII;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
13001482;4;Leila Araujo;04482547978;30/10/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO ORTOPEDISTA E TRAUMATOLOGISTA;III;A;19/05/2021;19/05/2021 00:00;18/05/2023 00:00
14934145;1;Emily Cavalcanti;04482547979;31/10/1990;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;02/03/2021 00:00;01/03/2023 00:00
15174386;1;Thaís Sousa;04482547980;01/11/1990;CONTRATO TEMPORARIO;JXXIII;NA;MEDRE;MEDICO;I;A;NA;21/03/2022 00:00;20/03/2023 00:00
14882302;1;Luiza Lima;04482547981;02/11/1990;CONTRATO TEMPORARIO;HAC;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
14590954;3;Júlia Santos;04482547982;03/11/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DO SERVICO DE NUTRICAO E DIETETICA;TOS;TECNICO EM NUTRICAO E DIETETICA;II;A;05/02/2022;05/02/2022 00:00;04/02/2023 00:00
10520351;4;Gabrielly Cardoso;04482547983;04/11/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO CIRURGICA;PENF;ENFERMEIRO;IV;A;29/07/2021;29/07/2021 00:00;30/06/2023 00:00
13020953;3;Rafael Castro;04482547984;05/11/1990;CONTRATO TEMPORARIO;HRJP;COORDENACAO DA UNIDADE CIRURGICA;MED;MEDICO CIRURGIAO GERAL;III;A;02/05/2021;02/05/2021 00:00;01/05/2023 00:00
14882443;1;Sarah Carvalho;04482547985;06/11/1990;CONTRATO TEMPORARIO;JXXIII;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
15339484;1;Thaís Cavalcanti;04482547986;07/11/1990;CONTRATO TEMPORARIO;HRAD;COORDENACAO DA UNIDADE CIRURGICA;PENF;TECNICO DE ENFERMAGEM;II;A;0000-00-00;07/11/2022 00:00;06/11/2023 00:00
14499081;3;Melissa Barbosa;04482547987;08/11/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE LABORATORIO E AGENCIA TRANSFUSIONAL;AGAS;FARMACEUTICO BIOQUIMICO;I;A;09/06/2021;09/06/2021 00:00;08/06/2023 00:00
15274640;1;Isabelle Pereira;04482547988;09/11/1990;CONTRATO TEMPORARIO;HRJP;NA;MED;MEDICO PEDIATRA;III;A;NA;30/06/2022 00:00;26/12/2022 00:00
15292261;1;Rebeca Correia;04482547989;10/11/1990;CONTRATO TEMPORARIO;HRAD;NA;MED;MEDICO ORTOPEDISTA E TRAUMATOLOGISTA;III;A;NA;06/07/2022 00:00;01/01/2023 00:00
15289689;1;Diogo Sousa;04482547990;11/11/1990;CONTRATO TEMPORARIO;HRJP;COORDENACAO DA MATERNIDADE;PENF;ENFERMEIRO OBSTETRICO;VI;A;04/07/2022;02/07/2022 00:00;01/07/2023 00:00
14591788;3;Lara Azevedo;04482547991;12/11/1990;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES CRITICAS;AGAS;FISIOTERAPEUTA;III;A;27/04/2022;28/04/2022 00:00;27/04/2023 00:00
14638233;3;Sarah Almeida;04482547992;13/11/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE DIAGNOSTICO POR IMAGEM;TOS;TECNICO EM RADIOLOGIA;II;A;29/11/2021;29/11/2021 00:00;30/06/2023 00:00
50368;1;Caio Souza;04482547993;14/11/1990;NA;HRAD;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS;NA;;NA;NA;0000-00-00;NA;NA
15075849;1;Gabrielle Rocha;04482547994;15/11/1990;CONTRATO TEMPORARIO;MOV;COORDENACAO DA UNIDADE DE NEONATOLOGIA;PENF;TECNICO DE ENFERMAGEM;II;A;14/02/2022;14/02/2022 00:00;13/02/2023 00:00
14514004;3;Eduarda Cavalcanti;04482547995;16/11/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO OFTALMOLOGISTA;III;A;03/03/2022;03/03/2022 00:00;02/03/2023 00:00
14911267;2;Livia Oliveira;04482547996;17/11/1990;CONTRATO TEMPORARIO;HCM;COORDENACAO TECNICA DE ENFERMAGEM;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
15086101;1;Anna Melo;04482547997;18/11/1990;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE CLINICA MEDICA;PENF;TECNICO DE ENFERMAGEM;II;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
13548425;2;Rafael Araujo;04482547998;19/11/1990;CONTRATO TEMPORARIO;HAC;COORDENACAO DO SERVICO DE DIAGNOSTICO POR IMAGEM;AGAS;FISICO MEDICO;III;A;03/05/2021;03/05/2021 00:00;02/05/2023 00:00
14911648;2;Rafael Rodrigues;04482547999;20/11/1990;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE PACIENTES CRITICOS;PENF;TECNICO DE ENFERMAGEM;II;A;11/12/2021;11/12/2021 00:00;30/06/2023 00:00
15294937;1;Melissa Cavalcanti;04482548000;21/11/1990;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DE URGENCIA E EMERGENCIA PEDIATRICA;MED;MEDICO GENERALISTA;I;A;01/07/2022;01/07/2022 00:00;27/12/2022 00:00
13891692;2;Gabrielle Almeida;04482548001;22/11/1990;CONTRATO TEMPORARIO;CSPD;COORDENACAO DA UNIDADE DE CUIDADO AO ADULTO;MED;MEDICO CLINICO;III;A;04/09/2016;01/02/2021 00:00;31/01/2023 00:00
14662654;3;Daniel Carvalho;04482548002;23/11/1990;NA;MOV;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;NA;FARMACEUTICO BIOQUIMICO;NA;NA;22/09/2021;NA;NA
12287405;4;Ágatha Oliveira;04482548003;24/11/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DA CENTRAL DE MATERIAL E ESTERILIZACAO;PENF;TECNICO DE ENFERMAGEM;II;A;03/03/2022;03/03/2022 00:00;02/03/2023 00:00
10989879;4;Luís Cardoso;04482548004;25/11/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE GESTAO DE PESSOAS;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;02/02/2022 00:00;01/02/2023 00:00
11117405;5;Evelyn Pereira;04482548005;26/11/1990;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO ORTOPEDISTA E TRAUMATOLOGISTA;III;A;03/03/2022;03/03/2022 00:00;02/03/2023 00:00
